im10654077,楽祭ロゴ,風に揺蕩う　雪の行方に　幸多かれと　希う,,（詠み人知らず）,新春,shinshun,,-
im10654077,楽祭ロゴ,弾けや奏でや　起こした楽譜（かみ）に　魂（たま）が宿れば　唄い舞う,,（詠み人知らず）,新春,shinshun,,-
im10654077,楽祭ロゴ,おいでなされた　みなみなさまも　なみなみと米を炊き,主演に趣向に酔いしれて　良い年をと願う,（詠み人知らず）,新春,shinshun,,-
im10654077,楽祭ロゴ,重なり合う　末広がりの　扇子透け,雪輪紋へ　込めよコメント,瞑想獅子,新春,shinshun,,-
im10654077,楽祭ロゴ,さあさ広がれ歌の輪よ　共に広げよ幸の輪よ,,キンジ,新春,shinshun,,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,新しき　年を迎へて　こころよく,こころゆくまで　楽しき終へめ,水炬,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,あけぼのに　輝く笑顔　鷺と獏,,伊賀高原,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,あさき夢　共に迎えん　夢枕,無為に有れかし　初し東雲,蛮菓,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,君を見初めし来光は　日女道をなめし初明かり,円らかなりし白玉に　そっと重ねん番歌,蛮菓,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,禍を背負い　あかつき迎える　白春着,,筑前煮,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,あけぼのに　射したる光へ　声掛ける,この一年は　豊かなれやと,茶芭,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,白鷺が　迎えたるは　白き年,,和風海苔,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,あけぼのの　山の頂　輝いて,悪夢に当て込む　獏は複雑,瞑想獅子,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,美しき　あかつきよりも　良い笑顔,,アジャストリーマ,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10668520,【東方ニコ楽祭・新春】新しき年を迎へてこころよくこころゆくまで楽しき終へめ,新年を　迎える際に　いつぞやの,禍すらも照らせ　あかつきの陽よ,キンジ,新春,shinshun,『ありあけ』『あかつき』『あけぼの』等の明方の表現,-
im10669555,【東方ニコ楽祭・新春】2021年,新春は　黒豆？ごまめ？　ヤマメです,,蛮菓,新春,shinshun,『新春』『おせち』,-
im10669555,【東方ニコ楽祭・新春】2021年,御社に　妖怪集い　おせち宴,,伊賀高原,新春,shinshun,『新春』『おせち』,-
im10669555,【東方ニコ楽祭・新春】2021年,ぬけめなく　たんとめしませ　かもじどり,ときになまりて　くわいくわいと,蛮菓,新春,shinshun,『新春』『おせち』,-
im10669555,【東方ニコ楽祭・新春】2021年,新春に　おせちを囲んで　願うのは,今年一年　豊かなれやと,茶芭,新春,shinshun,『新春』『おせち』,-
im10669555,【東方ニコ楽祭・新春】2021年,彩るは　新たな年を　祝いたる,おせち料理と　親しき仲間,和風海苔,新春,shinshun,『新春』『おせち』,-
im10669555,【東方ニコ楽祭・新春】2021年,年の瀬に　準備を重ねた　おせちの段,賑わい浮かび　味わい深し,瞑想獅子,新春,shinshun,『新春』『おせち』,-
im10669555,【東方ニコ楽祭・新春】2021年,新春に　親しき友と喰うおせち,語り笑いて　過ぎる　一日,キンジ,新春,shinshun,『新春』『おせち』,-
im10669555,【東方ニコ楽祭・新春】2021年,準備せよ！　食うて迎えよ！　新春を！,,アジャストリーマ,新春,shinshun,『新春』『おせち』,-
im10669555,【東方ニコ楽祭・新春】2021年,鮮やかな　おせち囲んで　皆浮かれ,あちこちに咲く　新春の花,黒金目鯛,新春,shinshun,『新春』『おせち』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,詣で後の　寅を労わる　寝正月,,伊賀高原,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,子と寅の　幸せな場が　あるのなら,丑に引かれて　初詣でも,white,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,お正月　うつらうつらと　夢心地,まどろみ願うは　家族の笑顔,茶芭,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,きみがくれた　笑顔がみんなの　大丈夫,だから見ていて　素敵な夢を,蛮菓,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,師走過ぎ　ひと時休む　お正月,,和風海苔,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,寝正月　炬燵の魔力　心地よく,過ぎる時間は　喧騒に似て,瞑想獅子,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,時まわる　ね・うし・とらと　いつまでも,,（詠み人知らず）,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,ひととなり　なしえたあとの　ひとときが,みかんのごとく　ありますように,蛮菓,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,しょうがつは　こたつでみかん　ふうりゅうだ,,（詠み人知らず）,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,本尊の　仕事の後の　労いは,こたつみかんに　寝正月かな,キンジ,新春,shinshun,『正月』,-
im10671151,【東方ニコ楽祭・新春】おつとめごくろーさま,お疲れや　今宵は正月　休息を,,アジャストリーマ,新春,shinshun,『正月』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,読初に　鈴を鳴らさぬ　御阿礼の手,,伊賀高原,新春,shinshun,『寝正月』『読初』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,年越して　迎えた新年　寝正月,私のそばで　相も変わらず,茶芭,新春,shinshun,『寝正月』『読初』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,パラリめくった紙の音に　ハラリとかかるしだれ髪,いろりがパチリ、またたく間　ゆるり過ぎ行く寝正月,蛮菓,新春,shinshun,『寝正月』『読初』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,穏やかな　ひと時過す　傍らに,寝息を立てる　友の横顔,和風海苔,新春,shinshun,『寝正月』『読初』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,しとね雪　をとなく落ちし　頤を,もくして馳せる　越天の今様,蛮菓,新春,shinshun,『寝正月』『読初』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,六花舞い　読初日和　肌寒く,寝息と共に　伝う温もり,瞑想獅子,新春,shinshun,『寝正月』『読初』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,しんしんの　雪に誘われ　寝正月,君が目覚めの　寒さを憂ふ,黒金目鯛,新春,shinshun,『寝正月』『読初』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,雪の頃　その身寄せ合い　語り合う,流るる季(ﾄｷ)の　名残惜しさよ,しなびたこんにゃくん,新春,shinshun,『寝正月』『読初』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,読始　はらりと捲る　紙の音に,いつしかまどろみ　夢の旅路へ,キンジ,新春,shinshun,『寝正月』『読初』,-
im10671343,【東方ニコ楽祭・新春】新たな年も,読初　寝るその顔に　ふと笑顔,,アジャストリーマ,新春,shinshun,『寝正月』『読初』,-
im10672165,【東方ニコ楽祭・新春】振袖うさぎ,新春に　三羽揃った　艶うさぎ,ほほえみひろがる　しあわせうさぎ,茶芭,新春,shinshun,『うさぎ』,-
im10672165,【東方ニコ楽祭・新春】振袖うさぎ,艶やかに　うさぎの笑う　一の月,,伊賀高原,新春,shinshun,『うさぎ』,-
im10672165,【東方ニコ楽祭・新春】振袖うさぎ,三つうさぎ　花も盛りに　奏で舞う,様に酔い痴る　黄鶴の夢,蛮菓,新春,shinshun,『うさぎ』,-
im10672165,【東方ニコ楽祭・新春】振袖うさぎ,初夢に　一富士二鷹　三うさぎ？,,和風海苔,新春,shinshun,『うさぎ』,-
im10672165,【東方ニコ楽祭・新春】振袖うさぎ,飛び跳ねて　花を移ろう　眼差しが,何兎（なんと）射止める？　糸目をつけず<br>張った張ったの　ハルウララ哉,蛮菓,新春,shinshun,『うさぎ』,-
im10672165,【東方ニコ楽祭・新春】振袖うさぎ,艶やかな　うさぎ小娘　挨拶に,着物の弾幕　魅せれば勝利,瞑想獅子,新春,shinshun,『うさぎ』,-
im10672165,【東方ニコ楽祭・新春】振袖うさぎ,艶やかな　うさぎ愛しや　丑年の,年の始めに　げにつきづきし,黒金目鯛,新春,shinshun,『うさぎ』,-
im10672165,【東方ニコ楽祭・新春】振袖うさぎ,初春に　華を着飾る　三つウサギ,跳ねる姿は　百花繚乱,キンジ,新春,shinshun,『うさぎ』,-
im10672165,【東方ニコ楽祭・新春】振袖うさぎ,うさぎたち　慣れぬ振袖　着こなして,写りし顔は　華の様かな,アジャストリーマ,新春,shinshun,『うさぎ』,-
im10672747,【東方ニコ楽祭・新春】一月【毎月七日はルーミアの日】,わいわいと　こたつに溶けぬ　ガキ5人,,伊賀高原,新春,shinshun,『こたつ』『みかん』,-
im10672747,【東方ニコ楽祭・新春】一月【毎月七日はルーミアの日】,さあどうだ！　甘い！酸っぱい！　冷やっこい！,声まで黄色い　炬燵の立花,蛮菓,新春,shinshun,『こたつ』『みかん』,-
im10672747,【東方ニコ楽祭・新春】一月【毎月七日はルーミアの日】,5人だと　1人あぶれる　こたつの席,残念チルノは　みかんの席ね,茶芭,新春,shinshun,『こたつ』『みかん』,-
im10672747,【東方ニコ楽祭・新春】一月【毎月七日はルーミアの日】,溶けるから　こたつの上が　指定席,だけど御奉仕　氷精みかん,和風海苔,新春,shinshun,『こたつ』『みかん』,-
